customer_id,tenure_months,monthly_charges,total_charges,contract,internet_service,payment_method,tech_support,online_security,senior_citizen,churn
CUST-01236,25,86.66,2303.68,Month-to-month,No,Electronic check,No,No,No,No
CUST-01237,1,54.16,51.47,Two year,DSL,Bank transfer,Yes,Yes,No,No
CUST-01238,9,57.32,547.62,Month-to-month,DSL,Credit card,No,No,Yes,No
CUST-01239,22,79.99,1833.83,Month-to-month,DSL,Bank transfer,No,No,No,Yes
CUST-01240,3,47.14,135.55,Two year,Fiber optic,Electronic check,No,No,No,Yes
CUST-01241,37,57.15,1996.39,Month-to-month,DSL,Bank transfer,No,Yes,Yes,No
CUST-01242,56,69.15,3758.54,One year,DSL,Electronic check,Yes,Yes,No,Yes
CUST-01243,70,90.9,6259.11,Two year,DSL,Bank transfer,No,No,Yes,No
CUST-01244,36,52.49,1812.78,Month-to-month,Fiber optic,Mailed check,No,No,No,Yes
CUST-01245,64,22.78,1574.3,Month-to-month,DSL,Bank transfer,No,Yes,No,No
CUST-01246,71,21.0,1426.51,Month-to-month,DSL,Credit card,Yes,Yes,No,No
CUST-01247,62,36.77,2400.34,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No
CUST-01248,34,35.48,1140.53,Month-to-month,No,Electronic check,No,No,Yes,Yes
CUST-01249,24,63.29,1635.68,Month-to-month,DSL,Mailed check,No,Yes,No,Yes
CUST-01250,71,38.47,2611.42,Two year,Fiber optic,Bank transfer,No,No,No,No
CUST-01251,18,50.13,891.03,One year,Fiber optic,Mailed check,No,Yes,No,No
CUST-01252,30,48.42,1466.21,Month-to-month,DSL,Bank transfer,No,No,No,No
CUST-01253,6,56.43,318.01,Month-to-month,Fiber optic,Mailed check,No,No,Yes,Yes
CUST-01254,58,98.74,6017.22,One year,No,Credit card,No,Yes,No,No
CUST-01255,47,82.89,3755.38,Two year,Fiber optic,Mailed check,No,Yes,Yes,Yes
CUST-01256,7,67.39,475.45,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes
CUST-01257,16,55.94,902.15,Month-to-month,Fiber optic,Electronic check,No,No,No,No
CUST-01258,40,56.6,2301.18,Two year,DSL,Bank transfer,No,Yes,No,No
CUST-01259,39,74.87,2712.26,Two year,No,Electronic check,Yes,No,No,No
CUST-01260,58,81.02,4450.01,Two year,No,Electronic check,Yes,Yes,No,No
CUST-01261,20,45.22,855.37,Month-to-month,DSL,Electronic check,No,No,Yes,No
CUST-01262,67,67.88,4403.92,Month-to-month,DSL,Bank transfer,No,No,Yes,No
CUST-01263,33,18.24,567.72,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,No
CUST-01264,60,72.08,4616.76,Month-to-month,DSL,Mailed check,No,No,No,No
CUST-01265,18,85.29,1538.4,Two year,No,Electronic check,No,No,No,Yes
CUST-01266,3,60.28,184.42,Month-to-month,Fiber optic,Mailed check,No,Yes,No,Yes
CUST-01267,4,110.6,432.31,One year,No,Mailed check,No,No,No,Yes
CUST-01268,27,45.85,1193.63,Two year,Fiber optic,Credit card,Yes,Yes,No,No
CUST-01269,69,72.22,4985.71,Two year,Fiber optic,Mailed check,No,No,Yes,No
CUST-01270,4,66.14,255.85,One year,DSL,Bank transfer,Yes,No,No,Yes
CUST-01271,27,64.59,1700.3,Two year,No,Credit card,No,Yes,No,No
CUST-01272,8,64.26,510.19,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,No
CUST-01273,68,69.57,4735.1,Month-to-month,DSL,Electronic check,No,No,No,No
CUST-01274,49,87.35,4611.82,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,No
CUST-01275,55,100.07,5260.2,Two year,DSL,Mailed check,No,No,No,No
CUST-01276,52,66.95,3474.7,Two year,DSL,Mailed check,No,No,No,No
CUST-01277,48,86.57,3922.34,Month-to-month,Fiber optic,Credit card,No,Yes,No,Yes
CUST-01278,56,50.16,2741.54,Month-to-month,DSL,Electronic check,No,No,Yes,No
CUST-01279,1,85.38,88.35,Month-to-month,DSL,Mailed check,Yes,No,Yes,Yes
CUST-01280,63,48.71,2908.89,Month-to-month,DSL,Electronic check,No,Yes,No,No
CUST-01281,54,93.18,5097.21,Two year,Fiber optic,Electronic check,No,No,No,Yes
CUST-01282,54,120.06,6396.83,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,No
CUST-01283,29,64.07,1724.72,One year,No,Bank transfer,No,No,No,Yes
CUST-01284,58,18.0,1116.34,Month-to-month,DSL,Bank transfer,Yes,Yes,No,No
CUST-01285,28,53.85,1486.96,Month-to-month,DSL,Electronic check,No,No,No,No
CUST-01286,4,96.57,403.83,Month-to-month,DSL,Electronic check,Yes,No,No,No
CUST-01287,66,80.27,5226.88,Two year,DSL,Mailed check,No,Yes,No,No
CUST-01288,17,72.97,1327.3,One year,Fiber optic,Mailed check,Yes,No,No,No
CUST-01289,8,91.21,705.22,Month-to-month,DSL,Credit card,No,Yes,No,No
CUST-01290,45,78.63,3488.66,Month-to-month,DSL,Bank transfer,Yes,No,No,No
CUST-01291,17,96.23,1703.67,Two year,Fiber optic,Credit card,No,No,No,Yes
CUST-01292,62,89.07,5384.21,Two year,Fiber optic,Credit card,Yes,Yes,No,No
CUST-01293,32,103.52,3240.75,Two year,DSL,Mailed check,No,No,Yes,No
CUST-01294,1,75.61,81.6,One year,No,Bank transfer,No,No,No,No
CUST-01295,69,88.73,6176.85,Two year,DSL,Bank transfer,No,No,Yes,No
CUST-01296,38,59.63,2334.6,Month-to-month,Fiber optic,Credit card,No,Yes,No,Yes
CUST-01297,19,52.56,1021.56,One year,No,Mailed check,No,No,No,Yes
CUST-01298,49,107.96,5567.6,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,Yes
CUST-01299,39,72.19,2978.4,One year,Fiber optic,Mailed check,Yes,No,No,No
CUST-01300,3,86.32,261.58,Two year,No,Bank transfer,No,No,Yes,Yes
CUST-01301,55,69.97,3721.85,Two year,DSL,Credit card,No,Yes,No,No
CUST-01302,29,52.92,1417.5,Month-to-month,No,Credit card,No,Yes,No,Yes
CUST-01303,51,67.26,3493.05,One year,DSL,Electronic check,Yes,Yes,No,No
CUST-01304,65,101.46,6938.33,Two year,DSL,Electronic check,No,Yes,No,Yes
CUST-01305,44,80.33,3506.55,Two year,Fiber optic,Bank transfer,No,No,No,No
CUST-01306,49,25.92,1201.94,One year,Fiber optic,Bank transfer,No,No,No,Yes
CUST-01307,19,61.83,1134.94,Month-to-month,No,Credit card,Yes,Yes,No,No
CUST-01308,18,109.78,1979.2,Month-to-month,No,Electronic check,No,No,No,Yes
CUST-01309,30,61.87,1956.09,Two year,Fiber optic,Credit card,No,No,Yes,Yes
CUST-01310,62,23.79,1397.51,One year,Fiber optic,Bank transfer,Yes,Yes,No,No
CUST-01311,38,112.43,4349.0,One year,Fiber optic,Electronic check,No,No,No,No
CUST-01312,26,83.38,2255.76,One year,Fiber optic,Electronic check,No,Yes,No,No
CUST-01313,57,65.32,3983.0,Month-to-month,No,Bank transfer,No,No,No,No
CUST-01314,62,58.09,3380.7,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes
CUST-01315,65,92.98,6456.02,Two year,Fiber optic,Credit card,No,No,No,No
CUST-01316,22,53.99,1207.06,Month-to-month,No,Bank transfer,Yes,No,No,No
CUST-01317,52,94.56,5126.94,One year,DSL,Mailed check,No,Yes,Yes,No
CUST-01318,43,80.01,3194.8,One year,DSL,Electronic check,No,No,No,No
CUST-01319,33,72.87,2407.08,Two year,Fiber optic,Credit card,No,Yes,Yes,No
CUST-01320,29,70.49,2084.32,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,No
CUST-01321,9,62.8,547.73,One year,Fiber optic,Credit card,No,Yes,No,Yes
CUST-01322,20,92.1,1821.86,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,No
CUST-01323,40,46.23,1865.27,Month-to-month,Fiber optic,Bank transfer,No,No,No,No
CUST-01324,64,28.07,1811.58,Month-to-month,Fiber optic,Credit card,No,No,No,No
CUST-01325,63,81.75,4772.73,Month-to-month,Fiber optic,Bank transfer,No,No,No,Yes
CUST-01326,14,82.15,1138.96,Two year,Fiber optic,Mailed check,No,No,No,No
CUST-01327,49,78.53,3671.77,Two year,No,Electronic check,Yes,No,No,No
CUST-01328,7,76.79,573.37,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,Yes
CUST-01329,49,59.31,3127.8,Two year,Fiber optic,Bank transfer,No,No,Yes,No
CUST-01330,25,85.9,2078.66,Month-to-month,No,Electronic check,No,No,No,Yes
CUST-01331,33,65.91,2061.99,One year,Fiber optic,Bank transfer,Yes,No,No,No
CUST-01332,52,55.31,2747.04,Two year,DSL,Credit card,No,Yes,No,No
CUST-01333,31,59.51,1838.24,One year,No,Mailed check,No,No,No,Yes
CUST-01334,59,115.5,7222.83,Month-to-month,DSL,Electronic check,No,No,No,Yes
CUST-01335,39,25.36,989.05,Month-to-month,Fiber optic,Bank transfer,No,No,No,No
CUST-01336,72,78.99,5282.7,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,No
CUST-01337,46,26.7,1137.78,Two year,DSL,Credit card,Yes,Yes,Yes,No
CUST-01338,22,64.4,1355.0,One year,Fiber optic,Mailed check,No,No,No,No
CUST-01339,56,56.59,3342.84,Month-to-month,Fiber optic,Mailed check,No,No,No,No
CUST-01340,30,18.0,550.5,Month-to-month,Fiber optic,Bank transfer,No,No,No,Yes
CUST-01341,39,76.34,3007.25,Two year,DSL,Mailed check,No,No,Yes,Yes
CUST-01342,10,57.88,562.04,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes
CUST-01343,9,18.0,173.13,One year,Fiber optic,Electronic check,No,No,No,Yes
CUST-01344,42,87.15,3561.43,One year,DSL,Mailed check,No,Yes,Yes,No
CUST-01345,14,101.44,1496.27,Month-to-month,No,Credit card,Yes,Yes,No,No
CUST-01346,72,102.76,7867.39,Month-to-month,Fiber optic,Electronic check,No,No,No,No
CUST-01347,62,75.61,4675.32,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes
CUST-01348,51,68.11,3692.75,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No
CUST-01349,53,98.88,5053.49,One year,DSL,Mailed check,No,No,No,No
CUST-01350,43,107.38,4734.39,Two year,DSL,Electronic check,Yes,Yes,No,Yes
CUST-01351,5,94.21,440.0,Month-to-month,No,Bank transfer,No,No,No,Yes
CUST-01352,29,44.4,1282.23,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No
CUST-01353,36,71.83,2468.93,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,No
CUST-01354,66,77.55,4760.23,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No
CUST-01355,16,23.57,347.18,One year,Fiber optic,Mailed check,No,No,No,No
CUST-01356,36,78.26,2738.36,One year,DSL,Electronic check,Yes,No,Yes,Yes
CUST-01357,25,121.55,3082.28,One year,DSL,Bank transfer,No,No,No,Yes
CUST-01358,10,82.36,817.7,Month-to-month,Fiber optic,Credit card,No,Yes,No,No
CUST-01359,8,102.36,792.91,Month-to-month,DSL,Electronic check,Yes,Yes,No,No
CUST-01360,27,71.39,2079.02,Month-to-month,Fiber optic,Credit card,Yes,No,No,Yes
CUST-01361,6,65.24,418.97,Two year,DSL,Electronic check,Yes,Yes,Yes,Yes
CUST-01362,5,76.15,357.94,One year,Fiber optic,Bank transfer,No,Yes,No,No
CUST-01363,26,47.42,1216.17,Two year,DSL,Bank transfer,No,No,No,No
CUST-01364,15,43.87,673.72,Month-to-month,Fiber optic,Electronic check,No,Yes,No,Yes
CUST-01365,40,97.39,4041.13,Month-to-month,No,Mailed check,Yes,Yes,No,Yes
CUST-01366,2,99.94,195.61,One year,No,Electronic check,Yes,No,Yes,Yes
CUST-01367,22,43.21,988.08,Month-to-month,DSL,Bank transfer,No,No,No,No
CUST-01368,33,90.23,2798.53,One year,No,Mailed check,Yes,No,No,No
CUST-01369,70,64.91,4421.43,Month-to-month,Fiber optic,Credit card,No,No,No,Yes
CUST-01370,46,75.16,3577.09,Two year,DSL,Electronic check,No,No,No,No
CUST-01371,64,78.05,5095.65,Month-to-month,Fiber optic,Credit card,No,No,No,No
CUST-01372,25,90.86,2394.06,Two year,No,Electronic check,No,No,No,No
CUST-01373,33,68.99,2111.6,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,Yes
CUST-01374,31,100.84,2963.18,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes
CUST-01375,64,74.43,4419.4,Month-to-month,DSL,Electronic check,No,No,No,No
CUST-01376,70,81.98,5455.91,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No
CUST-01377,70,47.0,3029.05,Two year,DSL,Bank transfer,Yes,No,No,No
CUST-01378,55,118.81,6538.95,Two year,Fiber optic,Electronic check,No,No,No,No
CUST-01379,37,78.28,2909.48,Two year,DSL,Bank transfer,Yes,No,No,No
CUST-01380,39,84.11,3363.16,Two year,No,Credit card,No,No,Yes,Yes
CUST-01381,71,28.4,1979.27,One year,DSL,Electronic check,No,No,No,No
CUST-01382,21,47.26,913.57,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes
CUST-01383,25,96.71,2485.02,Two year,Fiber optic,Electronic check,No,No,No,Yes
CUST-01384,65,73.89,4460.34,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
CUST-01385,28,21.07,624.52,Two year,Fiber optic,Mailed check,No,No,No,Yes
CUST-01386,17,91.92,1443.29,Month-to-month,DSL,Bank transfer,Yes,Yes,Yes,No
CUST-01387,41,53.95,2222.74,One year,Fiber optic,Electronic check,No,Yes,No,No
CUST-01388,24,100.87,2573.85,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes
CUST-01389,65,64.89,4266.77,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,No
CUST-01390,66,71.91,4828.39,Month-to-month,No,Electronic check,Yes,Yes,No,No
CUST-01391,23,95.29,2255.35,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,No
CUST-01392,39,45.46,1665.83,Month-to-month,Fiber optic,Credit card,Yes,No,No,No
CUST-01393,71,43.17,3150.86,Month-to-month,DSL,Electronic check,Yes,No,No,No
CUST-01394,54,62.28,3567.79,Month-to-month,Fiber optic,Mailed check,No,No,No,No
CUST-01395,16,86.85,1495.04,One year,No,Credit card,No,No,No,Yes
CUST-01396,43,35.06,1493.84,Month-to-month,Fiber optic,Bank transfer,No,No,No,No
CUST-01397,45,26.97,1183.46,Two year,DSL,Bank transfer,Yes,No,Yes,No
CUST-01398,48,86.77,4333.76,Month-to-month,DSL,Credit card,Yes,No,No,No
CUST-01399,2,52.53,105.78,One year,DSL,Bank transfer,No,No,No,Yes
CUST-01400,22,57.59,1217.78,Month-to-month,DSL,Bank transfer,Yes,No,No,No
CUST-01401,62,22.44,1318.3,Month-to-month,DSL,Bank transfer,No,No,Yes,No
CUST-01402,18,50.7,864.45,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,No
CUST-01403,22,66.82,1460.44,One year,DSL,Bank transfer,No,Yes,No,No
CUST-01404,24,89.33,2030.76,Month-to-month,DSL,Mailed check,Yes,No,No,No
CUST-01405,13,48.49,581.93,Month-to-month,DSL,Credit card,No,No,No,No
CUST-01406,12,106.78,1189.53,Month-to-month,DSL,Electronic check,No,No,No,Yes
CUST-01407,25,50.57,1351.21,Month-to-month,Fiber optic,Electronic check,No,Yes,No,Yes
CUST-01408,63,50.61,2970.58,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes
CUST-01409,1,103.9,96.8,One year,Fiber optic,Electronic check,No,No,No,Yes
CUST-01410,21,72.08,1501.86,Month-to-month,Fiber optic,Bank transfer,No,No,No,Yes
CUST-01411,5,53.75,257.79,One year,Fiber optic,Electronic check,Yes,No,No,Yes
CUST-01412,41,63.28,2786.55,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,Yes
CUST-01413,19,99.47,2014.21,Month-to-month,DSL,Mailed check,No,No,No,No
CUST-01414,58,102.19,5836.69,Month-to-month,DSL,Electronic check,Yes,No,No,No
CUST-01415,43,47.4,2021.48,Month-to-month,DSL,Electronic check,No,No,No,No
CUST-01416,57,65.98,3685.71,Month-to-month,DSL,Mailed check,No,No,No,No
CUST-01417,46,69.16,2946.13,Two year,Fiber optic,Bank transfer,No,No,No,No
CUST-01418,32,43.33,1340.6,One year,Fiber optic,Mailed check,Yes,Yes,No,No
CUST-01419,62,65.66,3825.15,Month-to-month,DSL,Electronic check,No,No,No,No
CUST-01420,35,67.13,2200.07,Month-to-month,DSL,Electronic check,Yes,No,Yes,No
CUST-01421,69,94.37,6574.94,Two year,DSL,Electronic check,No,Yes,No,No
CUST-01422,72,95.98,6466.92,Month-to-month,DSL,Electronic check,No,No,No,Yes
CUST-01423,43,59.1,2379.85,Month-to-month,DSL,Credit card,No,Yes,No,No
CUST-01424,49,61.87,3022.18,Two year,DSL,Electronic check,No,Yes,No,No
CUST-01425,19,82.94,1561.31,Month-to-month,DSL,Electronic check,Yes,No,No,Yes
CUST-01426,59,52.96,2943.48,Month-to-month,DSL,Credit card,Yes,Yes,No,No
CUST-01427,49,81.13,3660.17,Month-to-month,Fiber optic,Bank transfer,No,No,No,No
CUST-01428,65,64.89,4010.65,One year,Fiber optic,Mailed check,Yes,No,No,No
CUST-01429,20,43.73,837.64,Month-to-month,Fiber optic,Bank transfer,No,No,No,No
CUST-01430,57,44.04,2630.87,One year,DSL,Credit card,No,No,Yes,No
CUST-01431,34,101.73,3688.73,Month-to-month,DSL,Electronic check,No,Yes,No,Yes
CUST-01432,14,63.25,872.17,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No
CUST-01433,13,106.37,1361.8,Month-to-month,Fiber optic,Credit card,No,Yes,No,Yes
CUST-01434,41,54.67,2317.67,Two year,DSL,Credit card,Yes,No,No,No
CUST-01435,24,73.99,1811.82,Month-to-month,Fiber optic,Credit card,No,No,No,No
CUST-01436,8,124.42,945.06,One year,DSL,Electronic check,No,Yes,No,Yes
CUST-01437,31,41.62,1209.23,Month-to-month,Fiber optic,Credit card,No,No,No,No
CUST-01438,48,21.45,1019.32,Month-to-month,Fiber optic,Electronic check,No,No,No,No
CUST-01439,23,97.88,2274.59,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,Yes
CUST-01440,69,47.16,3065.93,Month-to-month,Fiber optic,Credit card,No,Yes,No,No
CUST-01441,57,66.5,3665.12,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes
CUST-01442,37,52.94,1897.96,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,No
CUST-01443,68,73.44,4803.19,Two year,Fiber optic,Bank transfer,No,No,No,No
CUST-01444,32,44.19,1405.2,One year,Fiber optic,Credit card,No,No,No,No
CUST-01445,11,62.68,706.37,One year,DSL,Electronic check,No,No,Yes,No
CUST-01446,3,77.8,233.75,Month-to-month,Fiber optic,Credit card,No,No,No,Yes
CUST-01447,68,42.8,2771.38,One year,Fiber optic,Electronic check,Yes,No,No,No
CUST-01448,70,50.2,3290.76,Month-to-month,Fiber optic,Mailed check,No,No,Yes,Yes
CUST-01449,54,58.66,3330.77,Two year,No,Electronic check,Yes,No,No,No
CUST-01450,8,32.71,260.81,Two year,DSL,Credit card,No,No,No,No
CUST-01451,22,56.86,1163.28,Month-to-month,No,Electronic check,Yes,No,No,No
CUST-01452,3,69.85,201.44,Two year,No,Bank transfer,No,No,No,No
CUST-01453,4,57.41,240.81,Two year,Fiber optic,Electronic check,Yes,Yes,No,No
CUST-01454,18,60.49,1132.67,Month-to-month,DSL,Credit card,Yes,No,Yes,Yes
CUST-01455,42,66.52,2961.84,Two year,Fiber optic,Credit card,Yes,No,Yes,Yes
CUST-01456,5,51.26,260.49,Month-to-month,No,Electronic check,No,No,No,No
CUST-01457,71,83.59,5861.68,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No
CUST-01458,33,101.46,3308.88,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No,No
CUST-01459,19,55.85,1009.2,One year,No,Mailed check,Yes,Yes,No,No
CUST-01460,38,78.64,3060.42,Month-to-month,No,Credit card,Yes,No,No,No
CUST-01461,57,61.25,3538.77,Two year,No,Bank transfer,No,No,Yes,No
CUST-01462,23,75.77,1646.47,Month-to-month,Fiber optic,Mailed check,No,No,No,Yes
CUST-01463,4,104.58,444.13,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,Yes
CUST-01464,4,79.21,310.17,One year,Fiber optic,Mailed check,Yes,Yes,No,Yes
CUST-01465,62,24.44,1406.12,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No
CUST-01466,9,77.9,681.79,One year,DSL,Electronic check,No,No,Yes,Yes
CUST-01467,46,96.59,4706.07,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes
CUST-01468,28,61.68,1842.26,Two year,DSL,Bank transfer,Yes,Yes,Yes,No
CUST-01469,56,90.9,5082.58,One year,Fiber optic,Electronic check,Yes,No,No,No
CUST-01470,5,50.44,270.61,Month-to-month,DSL,Bank transfer,Yes,No,No,Yes
CUST-01471,65,31.35,2160.09,Month-to-month,No,Electronic check,No,No,No,No
CUST-01472,51,70.39,3776.7,Month-to-month,DSL,Bank transfer,Yes,No,Yes,No
CUST-01473,33,24.84,866.9,Two year,Fiber optic,Electronic check,No,Yes,No,No
CUST-01474,15,61.25,901.39,One year,Fiber optic,Mailed check,No,No,No,Yes
CUST-01475,71,97.88,7234.65,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No
CUST-01476,22,21.17,471.5,Month-to-month,DSL,Electronic check,Yes,No,No,No
CUST-01477,36,36.29,1352.36,Two year,DSL,Electronic check,No,Yes,No,No
CUST-01478,29,42.23,1161.53,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,No
CUST-01479,17,65.48,1154.37,One year,No,Bank transfer,No,No,No,Yes
CUST-01480,30,58.22,1874.48,One year,DSL,Electronic check,No,Yes,Yes,No
CUST-01481,11,100.58,1071.45,Month-to-month,No,Bank transfer,Yes,No,No,No
CUST-01482,1,89.9,96.89,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,Yes
CUST-01483,21,78.89,1624.45,Month-to-month,No,Mailed check,No,No,Yes,No
CUST-01484,9,70.5,604.02,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,Yes
CUST-01485,30,76.44,2150.94,Two year,Fiber optic,Electronic check,Yes,Yes,No,No
CUST-01486,63,46.31,3050.55,One year,No,Bank transfer,No,No,No,No
CUST-01487,12,87.57,1060.06,Two year,No,Credit card,Yes,Yes,No,Yes
CUST-01488,1,40.31,39.07,Month-to-month,DSL,Credit card,No,No,No,No
CUST-01489,8,87.05,708.48,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No
CUST-01490,37,95.47,3437.5,One year,Fiber optic,Bank transfer,No,No,No,Yes
CUST-01491,20,72.06,1429.29,Month-to-month,DSL,Electronic check,Yes,Yes,No,No
CUST-01492,36,62.77,2390.84,Month-to-month,No,Mailed check,No,Yes,No,Yes
CUST-01493,3,76.61,236.01,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,Yes
CUST-01494,24,18.0,450.14,One year,Fiber optic,Electronic check,No,No,Yes,Yes
CUST-01495,30,74.25,2257.26,One year,DSL,Bank transfer,Yes,No,No,No
CUST-01496,32,64.28,2218.69,Month-to-month,DSL,Credit card,Yes,No,No,Yes
CUST-01497,40,65.78,2522.34,Two year,Fiber optic,Electronic check,Yes,No,No,Yes
CUST-01498,57,83.96,4603.7,Month-to-month,DSL,Bank transfer,Yes,Yes,No,No
CUST-01499,34,65.21,2072.6,Month-to-month,No,Bank transfer,No,No,Yes,No
CUST-01500,61,39.64,2438.94,Month-to-month,Fiber optic,Credit card,Yes,No,No,No
CUST-01501,39,63.61,2525.79,Two year,DSL,Bank transfer,Yes,No,No,No
CUST-01502,19,68.62,1350.92,Month-to-month,DSL,Electronic check,No,No,No,Yes
CUST-01503,17,69.76,1154.7,Month-to-month,DSL,Electronic check,Yes,No,No,No
CUST-01504,24,70.89,1568.59,Month-to-month,No,Bank transfer,Yes,Yes,No,No
CUST-01505,44,91.94,4130.95,One year,DSL,Electronic check,No,No,No,No
CUST-01506,18,40.94,795.72,One year,DSL,Credit card,No,Yes,No,No
CUST-01507,66,71.22,4546.0,Month-to-month,Fiber optic,Credit card,No,No,No,Yes
CUST-01508,35,97.96,3255.21,Two year,DSL,Credit card,No,Yes,No,No
CUST-01509,63,25.37,1542.5,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No
CUST-01510,50,71.31,3522.95,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,Yes
CUST-01511,25,52.95,1270.99,One year,DSL,Bank transfer,No,No,No,No
CUST-01512,17,58.1,963.51,One year,DSL,Electronic check,No,No,No,No
CUST-01513,54,45.28,2499.19,Month-to-month,No,Electronic check,No,No,No,Yes
CUST-01514,24,62.93,1472.87,Month-to-month,DSL,Electronic check,No,No,No,Yes
CUST-01515,18,111.19,1968.14,Month-to-month,No,Mailed check,No,No,No,Yes
CUST-01516,67,36.65,2274.83,Month-to-month,Fiber optic,Credit card,No,No,No,No
CUST-01517,35,38.93,1453.66,One year,DSL,Credit card,Yes,Yes,No,No
CUST-01518,4,35.75,140.87,Two year,No,Electronic check,No,No,No,No
CUST-01519,36,108.46,3797.2,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,Yes
CUST-01520,34,55.9,1774.85,One year,DSL,Electronic check,No,No,No,No
CUST-01521,63,66.38,4271.72,One year,DSL,Electronic check,No,Yes,No,No
CUST-01522,52,57.33,3154.7,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes
CUST-01523,14,44.33,575.06,Month-to-month,DSL,Bank transfer,Yes,No,No,Yes
CUST-01524,11,61.36,636.65,Two year,Fiber optic,Bank transfer,No,No,No,Yes
CUST-01525,44,125.0,5188.82,Month-to-month,Fiber optic,Credit card,Yes,No,No,Yes
CUST-01526,4,100.41,408.21,One year,Fiber optic,Credit card,Yes,Yes,Yes,No
CUST-01527,23,46.53,1142.32,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes
CUST-01528,10,82.54,817.18,Two year,Fiber optic,Bank transfer,No,No,No,No
CUST-01529,2,47.04,91.73,Month-to-month,No,Electronic check,Yes,No,No,No
CUST-01530,67,24.37,1702.24,Two year,Fiber optic,Mailed check,No,No,Yes,No
CUST-01531,7,91.47,665.14,One year,No,Mailed check,No,Yes,No,No
CUST-01532,1,94.84,91.0,Month-to-month,DSL,Electronic check,Yes,No,No,No
CUST-01533,68,92.11,5923.57,One year,Fiber optic,Electronic check,No,Yes,No,Yes
CUST-01534,14,55.72,762.33,One year,Fiber optic,Electronic check,Yes,No,Yes,Yes
CUST-01535,59,63.0,3880.91,Month-to-month,No,Electronic check,Yes,No,No,No
CUST-01536,3,84.99,262.93,Month-to-month,DSL,Credit card,No,Yes,No,Yes
CUST-01537,12,76.4,941.13,One year,No,Electronic check,Yes,No,Yes,No
CUST-01538,8,57.55,484.67,One year,Fiber optic,Mailed check,No,No,No,No
CUST-01539,51,28.14,1383.96,Month-to-month,DSL,Credit card,No,No,Yes,No
CUST-01540,45,69.73,3057.36,Two year,DSL,Bank transfer,Yes,Yes,No,No
CUST-01541,35,92.9,3013.41,Month-to-month,No,Mailed check,No,No,No,No
CUST-01542,18,38.26,729.31,Month-to-month,Fiber optic,Credit card,No,No,No,No
CUST-01543,7,82.33,583.91,One year,No,Electronic check,Yes,No,No,Yes
CUST-01544,41,74.96,2974.09,Month-to-month,Fiber optic,Electronic check,No,No,No,No
CUST-01545,17,85.0,1345.45,Month-to-month,No,Bank transfer,No,No,No,Yes
CUST-01546,43,87.93,3916.14,Month-to-month,DSL,Mailed check,No,No,No,No
